query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT AVG(age) FROM tb20 WHERE {column} > 73;","SELECT age, COUNT(*) FROM tb32 GROUP BY {column1} HAVING COUNT(*) > 660;","SELECT country, longitude FROM tb32 WHERE {column1} > 890 AND {column2} < {value};","SELECT longitude, longitude FROM tb32 WHERE {column1} > 720 AND {column2} < {value};","SELECT COUNT(*) FROM tb42 WHERE name = 577;","SELECT country, country FROM tb19 WHERE {column1} > 216 AND {column2} < {value};","SELECT latitude, name FROM tb10 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 421;","SELECT AVG(age) FROM tb15 WHERE {column} > 121;","SELECT AVG(longitude) FROM tb23 WHERE {column} > 923;"
"SELECT age, age FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, name FROM tb47 WHERE {column1} > 207 AND {column2} < {value};","SELECT * FROM tb43 WHERE name = 131;","SELECT COUNT(*) FROM tb9 WHERE longitude = 386;","SELECT COUNT(*) FROM tb23 WHERE name = 860;","SELECT latitude, MAX(age) FROM tb45 GROUP BY {column1};","SELECT latitude, SUM(longitude) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, SUM(name) FROM tb5 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, SUM(longitude) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT name, MAX(country) FROM tb2 GROUP BY {column1};","SELECT COUNT(*) FROM tb4 WHERE country = 540;","SELECT COUNT(*) FROM tb7 WHERE latitude = 824;","SELECT longitude, SUM(latitude) FROM tb20 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, name FROM tb40 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb26 WHERE longitude = 705;","SELECT longitude, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 987;","SELECT latitude, MAX(age) FROM tb42 GROUP BY {column1};","SELECT name, SUM(longitude) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, MAX(longitude) FROM tb1 GROUP BY {column1};"
"SELECT longitude, name FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 464;","SELECT latitude, COUNT(*) FROM tb48 GROUP BY {column1} HAVING COUNT(*) > 332;","SELECT * FROM tb40 WHERE longitude = 574;","SELECT name, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 460;","SELECT latitude, COUNT(*) FROM tb47 GROUP BY {column1} HAVING COUNT(*) > 69;","SELECT * FROM tb14 WHERE age = 969;","SELECT age, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 514;","SELECT country, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 418;","SELECT AVG(name) FROM tb17 WHERE {column} > 725;"
"SELECT name, COUNT(*) FROM tb47 GROUP BY {column1} HAVING COUNT(*) > 846;","SELECT COUNT(*) FROM tb39 WHERE longitude = 288;","SELECT country, latitude FROM tb19 WHERE {column1} > 502 AND {column2} < {value};","SELECT COUNT(*) FROM tb5 WHERE age = 961;","SELECT country, SUM(name) FROM tb26 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 800;","SELECT * FROM tb4 WHERE name = 360;","SELECT COUNT(*) FROM tb26 WHERE age = 531;","SELECT name, MAX(latitude) FROM tb22 GROUP BY {column1};","SELECT AVG(age) FROM tb3 WHERE {column} > 39;"
"SELECT age, COUNT(*) FROM tb40 GROUP BY {column1} HAVING COUNT(*) > 86;","SELECT age, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 684;","SELECT COUNT(*) FROM tb21 WHERE latitude = 255;","SELECT latitude, COUNT(*) FROM tb9 GROUP BY {column1} HAVING COUNT(*) > 200;","SELECT age, MAX(country) FROM tb36 GROUP BY {column1};","SELECT country, longitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb6 WHERE age = 926;","SELECT name, latitude FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(name) FROM tb35 GROUP BY {column1};"
"SELECT AVG(latitude) FROM tb36 WHERE {column} > 703;","SELECT * FROM tb7 WHERE latitude = 534;","SELECT latitude, COUNT(*) FROM tb47 GROUP BY {column1} HAVING COUNT(*) > 99;","SELECT latitude, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 680;","SELECT longitude, MAX(age) FROM tb20 GROUP BY {column1};","SELECT longitude, name FROM tb2 WHERE {column1} > 637 AND {column2} < {value};","SELECT latitude, SUM(longitude) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(latitude) FROM tb46 WHERE {column} > 326;","SELECT longitude, MAX(latitude) FROM tb33 GROUP BY {column1};","SELECT COUNT(*) FROM tb50 WHERE latitude = 303;"
"SELECT latitude, country FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb7 WHERE {column1} > 925 AND {column2} < {value};","SELECT COUNT(*) FROM tb41 WHERE longitude = 71;","SELECT longitude, MAX(name) FROM tb35 GROUP BY {column1};","SELECT * FROM tb10 WHERE age = 980;","SELECT latitude, COUNT(*) FROM tb40 GROUP BY {column1} HAVING COUNT(*) > 794;","SELECT longitude, COUNT(*) FROM tb32 GROUP BY {column1} HAVING COUNT(*) > 857;","SELECT COUNT(*) FROM tb36 WHERE age = 154;","SELECT COUNT(*) FROM tb42 WHERE latitude = 529;","SELECT age, latitude FROM tb38 WHERE {column1} > 86 AND {column2} < {value};"
"SELECT name, name FROM tb23 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, age FROM tb34 WHERE {column1} > 546 AND {column2} < {value};","SELECT * FROM tb27 WHERE country = 39;","SELECT country, name FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb16 WHERE name = 715;","SELECT name, name FROM tb22 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 739;","SELECT age, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 339;","SELECT country, country FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT * FROM tb25 WHERE longitude = 960;","SELECT * FROM tb49 WHERE latitude = 779;","SELECT * FROM tb10 WHERE name = 846;","SELECT age, SUM(age) FROM tb46 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb31 WHERE age = 593;","SELECT longitude, SUM(name) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb27 WHERE age = 501;","SELECT longitude, SUM(longitude) FROM tb1 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb17 WHERE {column} > 644;","SELECT age, SUM(latitude) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT latitude, COUNT(*) FROM tb44 GROUP BY {column1} HAVING COUNT(*) > 764;","SELECT latitude, country FROM tb15 WHERE {column1} > 782 AND {column2} < {value};","SELECT age, SUM(latitude) FROM tb26 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, longitude FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(latitude) FROM tb5 GROUP BY {column1};","SELECT COUNT(*) FROM tb15 WHERE country = 264;","SELECT longitude, longitude FROM tb12 WHERE {column1} > 628 AND {column2} < {value};","SELECT AVG(name) FROM tb12 WHERE {column} > 498;","SELECT latitude, longitude FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb8 WHERE latitude = 811;"
"SELECT age, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 243;","SELECT longitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 905;","SELECT country, COUNT(*) FROM tb33 GROUP BY {column1} HAVING COUNT(*) > 120;","SELECT AVG(name) FROM tb3 WHERE {column} > 249;","SELECT COUNT(*) FROM tb50 WHERE country = 901;","SELECT name, SUM(age) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, SUM(age) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, MAX(longitude) FROM tb42 GROUP BY {column1};","SELECT longitude, age FROM tb48 WHERE {column1} > 516 AND {column2} < {value};","SELECT latitude, SUM(country) FROM tb1 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT latitude, COUNT(*) FROM tb28 GROUP BY {column1} HAVING COUNT(*) > 249;","SELECT age, SUM(country) FROM tb28 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, MAX(latitude) FROM tb38 GROUP BY {column1};","SELECT COUNT(*) FROM tb2 WHERE latitude = 247;","SELECT longitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 255;","SELECT name, COUNT(*) FROM tb35 GROUP BY {column1} HAVING COUNT(*) > 57;","SELECT country, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 761;","SELECT age, MAX(longitude) FROM tb8 GROUP BY {column1};","SELECT country, latitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(age) FROM tb21 GROUP BY {column1};"
"SELECT age, MAX(name) FROM tb6 GROUP BY {column1};","SELECT longitude, longitude FROM tb8 WHERE {column1} > 891 AND {column2} < {value};","SELECT country, name FROM tb44 WHERE {column1} > 309 AND {column2} < {value};","SELECT latitude, MAX(age) FROM tb36 GROUP BY {column1};","SELECT latitude, MAX(age) FROM tb48 GROUP BY {column1};","SELECT age, country FROM tb29 WHERE {column1} > 381 AND {column2} < {value};","SELECT age, name FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 138;","SELECT COUNT(*) FROM tb17 WHERE country = 190;","SELECT * FROM tb18 WHERE latitude = 654;"
"SELECT name, longitude FROM tb26 WHERE {column1} > 555 AND {column2} < {value};","SELECT AVG(country) FROM tb8 WHERE {column} > 758;","SELECT * FROM tb5 WHERE latitude = 856;","SELECT country, MAX(country) FROM tb39 GROUP BY {column1};","SELECT latitude, MAX(name) FROM tb12 GROUP BY {column1};","SELECT * FROM tb29 WHERE name = 666;","SELECT * FROM tb28 WHERE name = 370;","SELECT longitude, latitude FROM tb20 WHERE {column1} > 168 AND {column2} < {value};","SELECT age, SUM(latitude) FROM tb17 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(latitude) FROM tb4 WHERE {column} > 517;"
"SELECT COUNT(*) FROM tb4 WHERE latitude = 471;","SELECT latitude, country FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(name) FROM tb18 GROUP BY {column1};","SELECT * FROM tb21 WHERE longitude = 431;","SELECT latitude, longitude FROM tb4 WHERE {column1} > 926 AND {column2} < {value};","SELECT country, country FROM tb45 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, longitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb35 WHERE age = 403;","SELECT longitude, SUM(name) FROM tb42 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb50 WHERE name = 38;"
"SELECT * FROM tb47 WHERE country = 694;","SELECT longitude, name FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb41 WHERE longitude = 955;","SELECT AVG(country) FROM tb12 WHERE {column} > 238;","SELECT latitude, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 722;","SELECT age, age FROM tb32 WHERE {column1} > 74 AND {column2} < {value};","SELECT country, country FROM tb41 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, country FROM tb4 WHERE {column1} > 89 AND {column2} < {value};","SELECT COUNT(*) FROM tb23 WHERE latitude = 981;","SELECT country, COUNT(*) FROM tb12 GROUP BY {column1} HAVING COUNT(*) > 19;"
"SELECT COUNT(*) FROM tb47 WHERE name = 774;","SELECT COUNT(*) FROM tb37 WHERE longitude = 27;","SELECT longitude, MAX(age) FROM tb2 GROUP BY {column1};","SELECT country, SUM(name) FROM tb41 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb6 WHERE age = 771;","SELECT latitude, country FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(country) FROM tb47 GROUP BY {column1};","SELECT * FROM tb6 WHERE age = 477;","SELECT country, SUM(age) FROM tb6 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, MAX(country) FROM tb50 GROUP BY {column1};"
"SELECT latitude, SUM(age) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, SUM(country) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 278;","SELECT AVG(longitude) FROM tb18 WHERE {column} > 31;","SELECT age, country FROM tb6 WHERE {column1} > 233 AND {column2} < {value};","SELECT AVG(age) FROM tb39 WHERE {column} > 600;","SELECT latitude, SUM(country) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb21 GROUP BY {column1} HAVING COUNT(*) > 423;","SELECT COUNT(*) FROM tb5 WHERE age = 132;","SELECT COUNT(*) FROM tb23 WHERE name = 388;"
"SELECT COUNT(*) FROM tb42 WHERE longitude = 887;","SELECT age, SUM(latitude) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, latitude FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb40 WHERE country = 832;","SELECT name, MAX(longitude) FROM tb8 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 67;","SELECT age, SUM(name) FROM tb31 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, MAX(country) FROM tb9 GROUP BY {column1};","SELECT country, name FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb20 WHERE {column} > 478;"
"SELECT COUNT(*) FROM tb33 WHERE longitude = 105;","SELECT country, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 255;","SELECT AVG(longitude) FROM tb42 WHERE {column} > 241;","SELECT name, name FROM tb22 WHERE {column1} > 303 AND {column2} < {value};","SELECT latitude, MAX(country) FROM tb47 GROUP BY {column1};","SELECT * FROM tb50 WHERE country = 171;","SELECT latitude, longitude FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, country FROM tb7 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, latitude FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, country FROM tb49 WHERE {column1} > 556 AND {column2} < {value};"
"SELECT AVG(name) FROM tb48 WHERE {column} > 42;","SELECT name, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 251;","SELECT longitude, age FROM tb48 WHERE {column1} > 784 AND {column2} < {value};","SELECT age, latitude FROM tb23 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(name) FROM tb22 GROUP BY {column1};","SELECT longitude, MAX(country) FROM tb17 GROUP BY {column1};","SELECT longitude, longitude FROM tb50 WHERE {column1} > 20 AND {column2} < {value};","SELECT age, country FROM tb24 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, country FROM tb50 WHERE {column1} > 592 AND {column2} < {value};","SELECT name, longitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT age, latitude FROM tb50 WHERE {column1} > 556 AND {column2} < {value};","SELECT * FROM tb40 WHERE latitude = 465;","SELECT COUNT(*) FROM tb34 WHERE latitude = 130;","SELECT * FROM tb18 WHERE longitude = 824;","SELECT COUNT(*) FROM tb14 WHERE country = 299;","SELECT longitude, longitude FROM tb45 WHERE {column1} > 587 AND {column2} < {value};","SELECT country, name FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(age) FROM tb48 GROUP BY {column1};","SELECT longitude, country FROM tb15 WHERE {column1} > 927 AND {column2} < {value};","SELECT longitude, age FROM tb31 WHERE {column1} > 381 AND {column2} < {value};"
"SELECT * FROM tb40 WHERE country = 69;","SELECT name, MAX(latitude) FROM tb44 GROUP BY {column1};","SELECT age, SUM(longitude) FROM tb47 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb50 WHERE {column} > 698;","SELECT AVG(age) FROM tb33 WHERE {column} > 431;","SELECT age, SUM(country) FROM tb38 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, MAX(latitude) FROM tb9 GROUP BY {column1};","SELECT * FROM tb48 WHERE longitude = 582;","SELECT age, SUM(latitude) FROM tb39 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb5 WHERE country = 483;"
"SELECT name, MAX(longitude) FROM tb30 GROUP BY {column1};","SELECT age, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 246;","SELECT longitude, MAX(longitude) FROM tb29 GROUP BY {column1};","SELECT country, longitude FROM tb9 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(latitude) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb27 WHERE longitude = 422;","SELECT name, age FROM tb22 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb33 WHERE {column} > 565;","SELECT * FROM tb45 WHERE age = 581;","SELECT COUNT(*) FROM tb7 WHERE name = 596;"
"SELECT name, COUNT(*) FROM tb45 GROUP BY {column1} HAVING COUNT(*) > 495;","SELECT age, SUM(longitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb39 GROUP BY {column1} HAVING COUNT(*) > 610;","SELECT COUNT(*) FROM tb32 WHERE name = 648;","SELECT longitude, name FROM tb43 WHERE {column1} > 273 AND {column2} < {value};","SELECT COUNT(*) FROM tb38 WHERE age = 770;","SELECT * FROM tb5 WHERE country = 380;","SELECT * FROM tb11 WHERE name = 408;","SELECT * FROM tb26 WHERE name = 113;","SELECT longitude, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 548;"
"SELECT name, age FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(longitude) FROM tb22 GROUP BY {column1};","SELECT longitude, latitude FROM tb9 WHERE {column1} > 658 AND {column2} < {value};","SELECT name, MAX(latitude) FROM tb45 GROUP BY {column1};","SELECT * FROM tb26 WHERE name = 843;","SELECT COUNT(*) FROM tb7 WHERE country = 457;","SELECT country, longitude FROM tb38 WHERE {column1} > 929 AND {column2} < {value};","SELECT COUNT(*) FROM tb5 WHERE name = 394;","SELECT latitude, MAX(latitude) FROM tb1 GROUP BY {column1};","SELECT * FROM tb41 WHERE latitude = 825;"
"SELECT latitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 516;","SELECT age, longitude FROM tb11 WHERE {column1} > 338 AND {column2} < {value};","SELECT age, SUM(country) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb21 WHERE name = 502;","SELECT longitude, latitude FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, latitude FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, age FROM tb18 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb15 WHERE age = 857;","SELECT name, age FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT COUNT(*) FROM tb6 WHERE latitude = 438;","SELECT longitude, country FROM tb7 WHERE {column1} > 934 AND {column2} < {value};","SELECT country, country FROM tb32 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, age FROM tb13 WHERE {column1} > 291 AND {column2} < {value};","SELECT latitude, longitude FROM tb18 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb32 GROUP BY {column1} HAVING COUNT(*) > 172;","SELECT age, longitude FROM tb6 WHERE {column1} > 947 AND {column2} < {value};","SELECT longitude, latitude FROM tb34 WHERE {column1} > 532 AND {column2} < {value};","SELECT country, latitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb12 WHERE {column1} > 869 AND {column2} < {value};"
"SELECT name, longitude FROM tb36 WHERE {column1} > 186 AND {column2} < {value};","SELECT longitude, MAX(country) FROM tb37 GROUP BY {column1};","SELECT latitude, MAX(country) FROM tb18 GROUP BY {column1};","SELECT name, longitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(name) FROM tb20 GROUP BY {column1};","SELECT AVG(longitude) FROM tb39 WHERE {column} > 892;","SELECT longitude, age FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(longitude) FROM tb5 WHERE {column} > 476;","SELECT AVG(age) FROM tb16 WHERE {column} > 349;","SELECT age, SUM(longitude) FROM tb16 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT * FROM tb35 WHERE age = 728;","SELECT COUNT(*) FROM tb46 WHERE name = 763;","SELECT * FROM tb34 WHERE name = 438;","SELECT longitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 804;","SELECT country, MAX(latitude) FROM tb32 GROUP BY {column1};","SELECT country, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 51;","SELECT age, age FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, age FROM tb47 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 867;","SELECT COUNT(*) FROM tb45 WHERE latitude = 673;"
